N,P,K,temperature,humidity,ph,rainfall,label
63.42,43.3,89.92,31.56,78.83,5.91,276.47,coconut
39.87,40.77,43.36,33.87,59.88,6.63,99.14,pulses
84.06,38.95,42.74,27.12,84.14,5.84,138.81,rice
33.2,55.58,36.1,25.5,57.33,7.14,25.53,pulses
77.98,36.23,44.27,24.33,77.15,6.59,238.78,rice
63.57,47.21,92.62,33.46,87.0,6.09,275.67,coconut
44.27,36.98,55.9,33.43,51.89,6.58,46.38,millets
39.65,45.31,53.46,14.91,92.33,6.52,320.44,coffee
39.22,53.38,40.41,30.43,40.95,6.98,84.99,pulses
49.98,39.26,45.37,28.9,66.56,7.11,89.3,groundnut
44.77,46.28,51.59,27.6,59.51,6.67,128.34,cotton
56.26,34.18,42.87,29.48,64.49,6.7,45.9,millets
66.76,55.1,36.02,33.32,66.46,6.99,49.15,maize
68.18,60.52,32.82,30.62,63.97,7.45,113.68,maize
79.91,49.09,46.03,22.32,78.09,5.96,273.51,rice
36.15,40.92,36.3,33.16,39.09,7.46,47.59,pulses
88.39,46.93,52.99,26.99,74.52,6.66,137.48,sugarcane
50.66,35.9,46.62,26.71,63.07,7.63,34.55,millets
84.2,56.79,45.5,31.54,87.37,6.91,277.46,sugarcane
85.96,56.62,43.75,20.96,80.5,6.82,193.31,rice
77.79,46.37,45.86,32.7,82.24,6.61,144.05,rice
48.89,36.8,39.38,26.48,58.88,7.18,28.01,pulses
48.25,34.39,37.53,35.13,60.22,6.37,62.22,millets
54.12,41.46,54.49,30.26,61.37,6.96,58.52,millets
47.01,27.52,33.73,28.81,60.73,7.62,100.43,millets
91.79,44.22,61.53,22.38,83.28,7.41,119.2,sugarcane
79.19,38.64,46.22,25.87,86.96,6.95,328.36,rice
51.69,55.58,35.44,28.3,69.84,6.87,95.57,pulses
45.92,40.2,39.7,30.64,44.68,6.51,75.51,millets
70.05,54.5,33.43,28.66,54.42,7.3,123.98,maize
44.6,51.79,61.37,33.88,51.84,7.27,86.15,cotton
75.61,42.99,39.29,28.55,67.25,6.61,81.82,maize
44.44,48.84,36.17,23.26,49.27,6.72,55.48,pulses
74.96,42.05,41.76,21.13,91.1,7.01,343.48,rice
71.79,53.14,45.17,30.77,87.54,6.75,358.37,rice
60.95,42.45,50.72,28.34,57.06,6.68,54.3,cotton
63.33,56.99,47.52,29.58,54.18,6.68,110.56,cotton
44.73,63.05,44.97,34.01,76.23,7.61,85.93,groundnut
79.56,49.9,39.86,28.72,78.86,6.55,273.11,rice
51.46,39.26,45.83,34.05,48.41,7.68,46.37,cotton
80.92,41.65,60.26,22.37,73.73,7.33,144.88,sugarcane
69.65,42.06,31.17,19.96,72.83,7.32,82.87,maize
90.45,39.48,44.24,25.62,82.91,6.18,339.4,rice
43.2,38.45,31.29,19.25,64.06,6.53,64.14,pulses
75.71,54.17,33.82,24.61,74.94,6.01,130.72,rice
33.32,44.61,47.47,23.27,59.05,7.26,56.36,millets
97.97,47.04,40.11,22.83,82.8,7.27,150.83,sugarcane
89.94,40.86,48.06,27.06,73.34,6.28,158.77,rice
34.54,59.33,37.28,22.58,71.28,7.66,126.86,groundnut
56.51,40.08,53.54,33.49,46.53,7.94,31.02,millets
45.08,55.89,65.62,34.52,54.53,7.1,115.39,cotton
35.0,23.13,37.08,23.44,45.51,6.28,67.91,millets
33.45,44.98,38.6,29.8,45.3,6.71,115.75,pulses
101.1,43.54,62.24,34.48,79.23,6.53,121.74,sugarcane
68.48,46.69,40.28,22.62,75.64,6.74,148.91,rice
85.09,47.55,26.5,18.41,57.42,6.65,89.41,maize
75.55,46.14,34.48,24.12,90.93,5.95,335.62,rice
32.82,58.51,24.48,19.4,49.08,7.28,66.22,pulses
69.71,47.74,49.54,24.03,69.5,7.34,91.63,cotton
56.65,42.52,42.83,21.21,66.44,6.39,75.62,millets
77.91,40.39,41.39,25.37,92.4,7.13,249.02,rice
71.63,55.43,50.45,28.65,63.61,6.23,47.45,cotton
59.58,37.22,46.81,36.77,43.03,6.64,82.31,cotton
47.7,57.57,42.35,26.81,47.71,6.76,65.05,pulses
55.13,37.77,34.93,37.59,50.42,6.86,28.74,millets
77.22,51.48,34.82,21.43,56.41,6.37,138.17,maize
57.94,28.01,44.48,25.16,59.3,7.37,56.14,millets
61.82,45.49,50.49,33.37,51.17,6.51,54.11,groundnut
35.72,54.09,36.0,34.21,75.0,7.05,73.71,groundnut
60.9,40.4,43.52,32.67,69.63,7.47,69.88,maize
69.83,51.98,34.75,29.94,80.93,6.24,181.56,rice
66.41,45.74,58.61,31.08,55.86,7.22,164.4,cotton
52.25,34.33,28.92,26.1,42.95,7.16,83.15,millets
62.29,44.24,56.88,30.1,54.94,7.16,143.05,cotton
42.35,59.38,43.34,33.76,62.23,7.27,69.31,groundnut
69.08,49.44,47.09,28.32,91.02,6.36,278.82,rice
79.68,42.4,45.0,28.66,85.72,6.42,141.77,rice
70.73,52.6,54.26,30.23,54.82,6.84,104.29,cotton
69.49,44.16,46.43,28.31,52.89,7.62,142.76,cotton
76.57,57.16,63.34,33.41,51.58,7.51,62.49,cotton
77.69,50.65,41.29,27.3,78.3,6.25,355.7,rice
76.68,52.59,38.19,24.8,83.74,7.2,214.45,rice
84.46,45.28,47.44,30.48,78.43,6.93,115.46,rice
54.99,43.25,52.31,22.54,78.74,5.6,165.68,coffee
50.71,50.97,62.53,31.09,57.08,6.44,82.94,cotton
35.24,56.21,41.82,21.17,52.83,6.83,56.65,pulses
31.74,52.27,30.1,26.36,62.39,7.18,46.17,pulses
45.23,51.05,39.78,30.72,51.39,6.98,71.63,groundnut
54.85,47.67,42.66,33.25,54.72,6.95,60.25,pulses
88.03,56.45,51.08,29.12,88.42,6.63,160.93,sugarcane
70.9,52.13,38.2,31.62,91.35,6.51,369.23,rice
106.48,49.8,56.74,21.47,72.62,6.08,171.41,banana
32.35,57.88,31.45,30.22,71.01,6.8,72.29,groundnut
72.36,46.43,24.97,28.61,69.53,6.06,131.73,maize
89.74,51.52,42.83,24.36,96.26,6.43,351.14,rice
61.06,48.23,42.18,23.57,88.52,6.54,219.37,rice
84.32,56.32,43.57,34.12,61.02,6.38,155.63,sugarcane
29.06,35.31,39.99,25.88,47.19,6.89,58.81,pulses
73.95,42.91,48.43,27.44,72.41,6.52,192.87,rice
56.93,32.31,37.63,25.13,62.23,6.31,79.47,millets
72.13,37.76,40.05,24.1,89.65,6.35,330.26,rice
72.21,53.75,48.97,25.05,83.96,6.82,245.03,rice
55.61,41.35,33.19,29.97,55.49,7.47,65.7,pulses
82.85,40.86,48.0,24.46,87.58,6.1,278.46,rice
85.09,48.27,44.11,25.85,79.79,6.99,191.41,rice
41.21,37.44,30.73,33.03,68.39,6.38,122.03,groundnut
97.84,40.55,54.02,22.58,70.76,6.81,250.08,sugarcane
59.38,45.1,34.25,22.57,61.41,7.71,53.28,millets
80.68,49.28,52.58,28.44,93.41,6.78,375.22,rice
83.63,42.65,46.11,29.7,70.17,6.89,161.62,sugarcane
59.95,36.76,49.26,22.97,35.67,7.37,30.32,millets
72.44,59.63,41.6,24.45,61.61,7.02,60.28,maize
69.71,48.79,40.9,27.41,88.61,6.75,231.16,rice
90.22,43.53,35.06,32.16,70.41,6.37,209.33,rice
89.82,51.28,44.17,28.76,72.42,6.54,173.75,rice
78.18,53.9,53.57,22.68,81.19,7.28,133.78,sugarcane
46.27,38.9,52.57,34.84,55.74,6.35,142.03,cotton
77.61,54.86,48.74,29.23,61.62,6.34,83.82,maize
62.58,45.88,37.14,24.06,58.65,6.52,105.27,pulses
94.0,40.59,32.84,30.26,84.69,6.18,299.81,rice
45.64,36.26,50.46,24.66,42.82,6.36,27.94,pulses
38.87,62.82,49.98,14.0,71.97,5.47,219.44,coffee
81.69,50.14,41.86,32.75,64.08,7.38,89.97,maize
69.74,48.75,57.54,27.08,40.69,6.6,84.16,cotton
81.96,49.24,55.27,24.55,84.57,7.73,200.82,sugarcane
39.55,55.59,33.07,20.08,67.83,7.13,54.96,pulses
60.2,42.78,34.34,19.55,55.75,6.37,54.62,maize
99.69,44.91,50.94,28.76,70.95,6.52,108.7,sugarcane
48.61,46.88,46.06,26.2,38.2,6.47,80.05,millets
90.19,55.99,46.73,26.64,79.14,7.41,153.62,sugarcane
60.87,42.86,43.94,23.42,56.0,6.63,67.56,millets
65.68,52.73,47.08,30.38,52.72,6.98,56.16,cotton
89.71,51.55,47.92,26.36,86.9,6.32,380.74,rice
73.39,56.29,47.63,36.06,69.89,7.47,91.0,sugarcane
84.84,44.8,31.06,18.7,61.62,6.86,147.23,maize
68.93,53.62,54.44,27.52,76.3,6.29,309.64,rice
36.84,52.63,30.19,22.72,58.38,7.3,59.45,pulses
69.34,47.82,51.51,27.97,62.73,6.71,84.96,cotton
77.53,46.78,42.59,22.34,51.62,7.5,75.13,maize
85.45,39.93,45.89,24.24,86.72,5.93,320.47,rice
51.85,50.6,63.99,31.6,59.57,6.72,93.27,cotton
65.77,47.95,48.69,25.67,62.49,6.66,100.6,cotton
60.6,37.76,32.87,34.42,41.82,6.24,34.66,millets
73.79,55.19,28.9,31.11,61.42,7.52,91.77,maize
51.5,60.37,47.3,34.71,67.38,6.34,40.43,groundnut
65.57,56.43,29.58,22.71,71.55,6.28,111.24,maize
59.56,43.43,38.75,25.45,57.69,7.54,40.69,pulses
61.64,41.27,52.55,27.1,43.38,7.74,82.29,millets
39.93,40.21,45.92,28.03,53.01,7.78,112.26,millets
32.52,47.39,40.15,28.9,51.14,7.44,72.02,pulses
78.22,50.82,31.53,27.12,63.18,6.61,95.69,maize
53.07,37.45,27.21,26.6,52.16,7.3,78.87,pulses
66.02,41.2,95.39,23.8,85.45,6.43,205.34,coconut
46.77,39.97,26.32,33.21,47.22,6.69,61.74,pulses
49.15,59.25,29.51,30.01,54.75,7.0,48.43,groundnut
56.9,43.81,31.88,31.68,57.68,7.74,83.96,pulses
61.24,31.21,32.5,35.12,44.15,6.29,44.81,millets
51.8,39.08,41.88,23.33,67.86,6.95,90.24,pulses
29.09,50.66,40.78,18.78,46.86,7.49,61.58,pulses
42.07,42.19,46.65,20.78,42.24,6.66,59.47,pulses
47.23,50.02,29.16,30.67,57.31,6.3,56.6,pulses
53.38,39.24,43.62,33.36,53.06,6.99,44.23,cotton
80.82,53.92,37.86,29.73,86.99,7.25,322.96,rice
41.52,44.97,37.27,24.8,55.41,7.58,60.49,pulses
53.5,50.86,35.96,28.81,71.31,6.31,74.49,groundnut
69.9,48.46,39.3,23.12,87.06,6.7,147.4,rice
36.7,51.09,44.19,31.93,56.26,7.42,74.16,groundnut
91.5,63.09,48.56,21.22,98.21,6.04,159.03,banana
99.39,43.65,66.72,30.76,78.98,6.9,252.22,sugarcane
47.23,39.94,30.15,27.03,57.8,7.21,85.88,pulses
87.87,36.18,39.29,24.3,88.8,6.42,237.71,rice
76.25,51.51,44.39,27.81,85.71,6.3,294.54,rice
89.74,44.85,28.72,22.1,68.83,6.62,69.73,maize
62.29,33.6,53.17,27.64,52.98,7.05,48.5,millets
58.54,53.73,46.21,32.42,62.06,7.52,130.58,cotton
55.42,56.37,60.35,32.83,49.31,6.94,124.97,cotton
51.94,33.87,55.45,25.17,41.59,6.8,69.72,millets
54.05,44.11,52.06,30.29,64.98,6.35,53.8,cotton
68.22,47.0,64.68,26.74,51.75,7.58,111.24,cotton
44.31,33.73,37.64,22.47,46.1,6.39,28.97,millets
56.05,42.07,53.17,30.72,62.07,6.59,169.58,cotton
71.84,57.56,56.71,33.24,61.3,6.4,102.42,cotton
74.59,43.22,39.85,21.53,49.66,7.01,108.41,maize
77.27,55.02,38.64,29.31,59.14,6.5,115.31,maize
68.23,47.94,26.86,23.33,57.41,6.76,58.77,maize
47.71,50.23,30.93,29.79,49.76,7.1,39.45,pulses
40.0,56.01,30.46,28.96,54.59,7.03,80.3,pulses
63.06,47.36,41.32,32.2,56.24,7.44,104.63,maize
105.77,54.5,43.94,30.26,69.28,7.37,216.56,sugarcane
59.86,56.79,52.77,30.65,55.44,6.88,93.07,cotton
66.05,49.78,86.48,28.78,76.06,6.77,101.7,coconut
37.36,57.91,32.16,24.76,61.29,7.16,103.92,groundnut
67.71,42.78,61.87,24.17,54.49,6.84,125.23,cotton
41.21,33.67,37.11,21.35,44.05,7.67,51.42,millets
43.31,39.96,39.7,23.79,38.3,6.24,33.64,pulses
75.25,34.06,65.43,32.96,88.25,6.02,190.75,coconut
32.86,49.53,40.89,31.74,51.81,6.59,116.09,pulses
32.03,34.62,37.51,31.05,41.71,7.41,40.65,millets
88.75,41.79,28.47,23.43,59.01,6.49,95.74,maize
61.34,40.09,46.51,26.04,63.36,6.99,112.67,cotton
76.51,57.41,36.43,17.99,51.89,6.94,69.81,maize
62.73,56.0,60.48,28.23,54.87,7.06,80.77,cotton
55.4,30.77,42.05,28.92,48.01,6.35,53.44,millets
41.15,48.27,28.81,23.5,52.48,7.64,54.12,pulses
73.05,48.72,37.5,22.21,79.32,6.44,355.74,rice
93.88,45.13,57.11,21.54,84.44,6.32,235.62,sugarcane
53.52,46.36,35.92,27.48,49.18,7.58,54.46,pulses
76.34,53.03,48.29,35.55,43.26,6.31,55.68,cotton
104.12,56.5,40.9,21.26,83.54,6.84,261.49,banana
72.48,51.34,61.94,24.35,73.52,7.67,233.57,sugarcane
67.67,54.5,50.93,33.07,42.13,7.21,61.91,cotton
49.19,46.39,49.16,34.13,36.64,6.32,44.76,millets
77.28,51.06,44.51,31.48,81.59,6.79,169.57,rice
45.91,34.51,51.31,23.59,43.55,6.68,75.96,millets
60.62,44.96,52.6,35.54,53.57,6.52,85.9,millets
25.58,39.79,46.38,23.91,46.2,7.27,109.22,pulses
82.88,45.28,48.81,27.28,63.68,7.43,122.98,maize
62.35,41.25,52.06,29.86,77.96,6.51,251.61,rice
83.78,51.07,42.13,21.66,85.43,6.52,252.85,rice
55.93,51.8,42.04,29.03,65.52,7.08,79.8,cotton
55.83,42.38,54.25,32.54,65.78,7.6,146.19,cotton
55.2,55.66,49.1,22.63,60.07,6.25,85.43,groundnut
32.95,55.58,30.33,27.26,54.09,7.15,64.93,pulses
53.34,44.69,64.85,29.82,52.54,7.49,83.05,cotton
81.02,52.71,45.86,28.34,76.97,7.32,90.91,sugarcane
40.68,52.97,44.82,33.48,54.16,7.24,74.67,pulses
72.78,44.09,38.16,19.99,65.13,6.56,154.94,maize
75.54,42.47,48.93,23.68,74.9,7.07,174.44,rice
100.53,61.19,52.73,33.56,70.98,7.2,217.85,banana
85.45,47.84,44.1,22.93,73.1,6.91,131.03,rice
88.47,46.6,41.35,22.28,67.8,6.99,125.73,sugarcane
37.09,38.06,31.12,29.11,42.97,7.69,46.28,millets
55.85,50.65,30.65,19.28,72.21,7.11,68.16,pulses
91.68,51.4,38.3,26.01,79.49,6.29,274.92,rice
86.76,49.34,39.32,30.77,84.78,6.65,223.07,rice
36.86,39.96,44.7,33.1,52.82,5.86,32.22,millets
84.8,39.05,39.97,30.98,76.52,6.4,195.31,rice
91.43,54.34,47.95,29.88,75.75,6.6,284.95,rice
35.32,44.57,44.9,30.9,56.19,7.38,77.51,millets
85.41,50.15,63.72,21.37,82.34,7.29,243.09,sugarcane
82.84,39.42,48.22,27.64,75.74,6.65,203.91,rice
70.05,56.89,30.65,28.85,69.85,6.58,83.38,maize
62.18,45.93,37.16,22.16,85.05,6.72,225.71,rice
89.56,46.04,34.25,20.59,74.96,6.43,198.82,rice
69.65,41.56,56.12,26.78,90.68,5.9,284.31,rice
39.96,49.59,41.51,34.16,60.17,6.92,50.06,pulses
103.87,55.21,52.26,23.93,69.89,7.38,174.91,sugarcane
51.62,47.23,43.92,31.78,46.95,6.75,70.47,millets
81.69,55.45,62.86,31.1,76.28,6.85,289.46,sugarcane
50.69,49.96,43.92,31.93,58.09,6.47,78.64,cotton
57.15,43.98,35.54,27.87,55.12,7.81,24.16,millets
53.92,37.87,66.86,33.58,60.59,6.16,69.54,cotton
48.03,47.47,48.1,21.94,71.04,7.44,57.15,groundnut
31.62,46.93,43.36,27.22,55.59,6.54,88.72,pulses
94.39,50.38,49.41,33.03,75.6,6.77,140.57,sugarcane
70.46,49.12,45.23,21.31,84.11,7.07,359.28,rice
37.22,43.49,45.36,28.88,57.15,7.69,55.94,millets
63.61,50.41,58.19,29.15,61.41,6.47,94.15,cotton
78.2,48.17,43.86,29.69,89.25,6.79,317.64,rice
45.43,38.3,34.65,25.17,59.24,6.8,36.8,groundnut
45.42,35.86,44.9,26.67,48.21,7.16,60.61,millets
100.67,38.66,59.96,31.27,67.93,6.45,109.09,sugarcane
58.82,48.36,37.73,27.71,68.04,6.9,80.24,maize
50.81,51.0,42.37,23.33,63.36,7.8,46.7,pulses
54.28,55.66,49.29,27.5,55.75,7.21,51.94,cotton
94.94,54.75,43.43,21.27,87.17,6.46,238.82,rice
81.81,51.76,56.46,29.93,82.62,6.47,155.8,banana
33.55,43.84,56.86,35.78,49.43,6.79,40.83,millets
65.63,46.0,38.44,26.49,62.85,6.65,156.41,cotton
52.64,56.11,48.6,25.72,71.03,7.41,63.61,cotton
53.49,41.06,40.83,24.16,71.87,7.45,107.99,groundnut
88.48,48.59,41.6,23.82,83.55,6.21,263.25,rice
84.19,43.45,64.38,31.41,73.89,6.54,104.81,sugarcane
43.01,47.1,51.55,19.73,61.19,6.57,70.81,pulses
51.11,39.03,27.5,26.98,54.39,7.47,55.57,pulses
53.02,49.13,40.81,29.66,66.11,6.4,122.78,pulses
78.61,45.35,50.39,29.55,85.46,6.73,146.09,sugarcane
39.95,55.64,41.22,28.05,71.64,7.4,103.0,groundnut
36.54,39.73,49.24,32.55,58.47,6.78,29.74,groundnut
98.0,40.27,41.29,32.07,77.31,7.07,91.97,sugarcane
37.71,34.88,45.89,30.92,58.28,6.41,53.01,millets
84.02,44.46,41.57,28.17,88.46,6.68,318.42,rice
39.3,34.25,49.32,28.72,56.2,7.33,58.89,millets
72.24,52.23,37.95,28.14,75.47,7.41,102.4,maize
86.66,39.73,34.09,21.72,82.41,6.96,255.47,rice
66.25,59.32,62.08,27.02,45.97,6.94,73.98,cotton
45.55,48.64,44.59,22.33,51.15,6.99,64.75,groundnut
77.74,45.69,49.28,29.87,81.15,6.74,289.71,rice
49.05,51.8,43.88,37.0,66.57,7.38,96.34,cotton
52.99,48.31,60.23,25.86,60.24,7.14,85.97,cotton
39.74,41.09,29.17,29.29,48.3,7.2,58.15,groundnut
78.56,43.08,39.38,31.27,80.81,5.93,125.38,rice
51.02,56.12,56.33,33.03,41.17,6.33,88.25,cotton
66.88,47.9,38.85,24.11,73.43,7.29,60.94,maize
77.04,47.88,38.08,23.8,57.04,6.4,148.5,maize
94.78,52.3,64.66,33.11,74.08,6.6,271.62,sugarcane
34.24,52.67,40.7,31.48,60.8,6.98,88.01,groundnut
41.66,33.1,31.36,29.66,65.51,6.71,67.07,millets
78.26,46.15,29.36,19.41,68.96,7.39,128.44,maize
90.23,37.32,54.62,28.27,74.18,6.96,254.13,sugarcane
38.74,62.22,47.35,34.4,53.54,6.35,83.89,groundnut
28.27,36.57,36.27,21.68,62.03,7.14,68.23,pulses
89.83,52.53,48.01,32.4,84.04,6.06,363.13,rice
53.18,43.7,50.38,34.91,61.93,7.36,67.07,cotton
60.11,41.08,76.38,25.78,82.8,5.66,305.78,coconut
63.29,52.43,52.33,34.91,70.1,7.13,142.25,cotton
41.66,37.79,34.93,21.26,56.43,6.16,59.02,millets
37.65,32.02,34.42,34.87,52.18,6.6,30.82,millets
48.01,54.21,41.89,22.48,66.48,7.74,61.53,pulses
87.36,46.76,39.6,22.28,82.24,6.66,185.19,rice
58.53,57.97,61.4,30.1,45.24,7.43,63.02,cotton
59.17,59.76,35.14,26.47,57.6,6.19,68.08,maize
62.22,50.54,37.05,25.87,65.46,6.99,147.09,maize
41.95,64.63,31.81,22.58,69.63,7.54,57.5,groundnut
33.71,48.52,24.94,27.66,58.96,6.98,54.14,groundnut
73.23,38.26,33.69,26.16,66.94,6.1,138.14,maize
85.81,54.98,42.46,26.38,60.23,7.27,78.01,maize
73.75,41.62,45.65,20.67,92.37,6.23,256.45,rice
41.6,35.15,32.5,35.19,52.28,6.28,82.24,millets
100.28,57.3,50.43,32.5,81.32,6.34,120.52,sugarcane
79.61,57.53,54.14,30.09,86.88,7.35,242.05,sugarcane
78.94,42.28,46.51,28.43,84.8,6.27,238.05,rice
85.67,50.8,39.62,21.08,81.15,7.1,379.14,rice
76.8,49.84,36.91,29.21,76.91,6.86,325.84,rice
78.7,48.9,28.86,20.6,65.08,7.55,91.85,maize
39.73,46.51,40.12,32.27,56.79,6.49,70.73,pulses
79.2,48.67,29.56,29.13,66.53,6.21,67.25,maize
69.81,53.2,45.26,32.9,59.79,7.15,64.46,maize
68.56,45.14,39.98,28.16,82.49,6.24,358.72,rice
88.92,51.52,37.24,23.26,82.55,6.06,206.09,rice
82.8,37.85,27.18,27.41,73.15,6.94,125.06,maize
60.1,54.81,41.55,31.45,57.45,6.67,69.86,maize
50.67,48.52,35.12,32.03,54.57,7.86,70.44,pulses
56.75,52.31,57.17,34.06,55.97,7.36,115.56,cotton
76.9,44.5,41.7,26.67,97.68,6.9,280.36,rice
46.46,34.34,55.03,23.06,61.07,7.61,75.78,millets
67.93,56.52,30.29,30.68,55.99,6.6,134.19,maize
70.62,45.51,49.75,22.58,85.17,6.07,275.33,rice
56.36,42.68,56.69,33.65,63.46,7.71,80.57,cotton
79.63,45.57,40.65,26.5,58.1,6.46,95.58,maize
43.88,41.68,34.59,32.87,54.25,6.3,54.35,pulses
45.74,31.43,41.03,33.81,43.96,7.36,72.81,millets
76.37,50.08,46.06,20.17,80.96,6.24,329.3,rice
43.94,38.88,39.4,34.24,72.06,7.24,88.31,groundnut
60.15,38.11,38.41,35.62,54.13,7.71,55.78,millets
53.28,38.61,39.32,30.12,62.67,7.7,49.01,millets
42.65,46.23,42.18,30.31,63.0,7.4,38.38,pulses
44.06,36.28,23.04,21.4,67.95,6.47,87.99,pulses
46.45,29.58,43.68,28.33,40.56,7.2,48.75,millets
45.93,54.48,67.54,23.48,85.42,5.35,123.48,coffee
67.93,49.49,36.85,31.07,52.99,7.37,81.57,maize
81.27,51.83,34.45,29.56,78.45,6.32,333.99,rice
40.21,49.28,39.01,30.67,53.46,6.67,60.76,pulses
52.99,42.36,32.38,21.83,41.88,7.3,54.86,pulses
36.35,34.97,45.15,31.52,66.07,6.48,78.02,pulses
64.35,48.96,38.02,27.14,81.92,6.37,375.34,rice
63.62,41.35,39.22,19.1,59.08,7.06,67.23,maize
44.49,44.92,37.47,33.25,61.11,7.25,121.35,pulses
66.38,48.81,32.85,21.3,65.83,7.6,79.27,maize
64.62,41.4,39.7,30.42,88.9,6.14,225.33,rice
84.15,49.55,43.99,22.84,84.24,6.63,223.85,rice
66.36,54.19,36.69,27.71,72.62,6.97,191.31,rice
36.48,48.73,28.82,25.67,50.24,6.97,56.88,pulses
47.42,45.32,45.29,20.09,46.84,7.56,105.8,pulses
60.89,49.38,50.78,26.54,60.25,7.15,111.24,cotton
48.54,49.78,69.88,33.33,65.05,6.49,78.26,cotton
42.21,53.92,39.59,21.77,59.05,6.61,104.5,groundnut
71.5,47.65,39.37,31.54,82.88,6.97,220.8,rice
70.7,44.08,42.95,28.87,71.97,6.59,68.97,cotton
74.88,42.16,37.81,23.29,82.61,6.27,138.15,rice
60.98,49.9,29.9,30.44,68.71,6.56,67.67,maize
69.09,45.95,39.61,21.7,60.39,7.18,101.14,maize
65.94,53.27,49.64,24.29,59.53,7.1,147.59,cotton
40.49,48.32,44.42,34.75,49.59,6.43,35.42,groundnut
53.03,30.87,37.78,22.97,59.9,6.6,36.69,millets
64.34,44.84,57.14,30.8,65.1,6.82,50.19,cotton
96.15,48.42,62.76,23.76,63.77,7.07,168.48,sugarcane
32.86,60.18,46.09,35.02,54.99,7.04,51.77,pulses
47.35,39.35,35.96,29.68,59.05,7.13,58.26,groundnut
72.89,43.65,40.45,20.74,83.68,6.28,179.67,rice
77.23,43.43,40.91,29.28,74.5,6.93,152.78,rice
50.31,41.79,44.01,24.77,40.76,7.43,22.62,millets
75.16,54.1,43.58,27.73,53.69,7.07,37.23,maize
58.94,24.09,49.61,26.23,55.98,6.42,69.12,millets
91.26,40.3,43.92,25.13,80.4,6.19,204.69,rice
52.06,47.37,33.17,31.8,50.76,7.44,65.46,pulses
76.07,56.31,55.2,30.87,72.18,7.13,128.61,sugarcane
42.93,51.87,27.14,21.49,69.0,6.27,38.92,pulses
80.36,41.98,41.18,21.81,85.67,6.04,366.72,rice
69.84,58.37,30.38,20.98,58.29,6.41,74.08,maize
68.84,42.03,41.14,21.52,90.27,6.26,351.35,rice
83.89,43.67,43.91,31.01,77.77,7.12,208.28,rice
40.08,48.76,37.63,25.11,46.86,6.27,127.4,pulses
65.17,50.07,50.61,30.27,50.73,7.48,48.57,cotton
57.51,48.01,34.63,19.54,59.37,7.32,89.35,maize
90.0,50.82,54.6,26.47,80.19,7.44,151.19,sugarcane
86.02,50.72,44.44,29.73,90.95,6.27,287.7,rice
85.08,39.44,51.04,28.63,67.24,6.61,92.68,sugarcane
95.29,39.41,41.28,23.71,94.58,6.19,321.56,rice
85.56,53.96,58.74,24.37,84.84,6.48,175.1,sugarcane
69.36,39.34,32.72,29.81,61.86,7.4,103.34,maize
35.71,51.07,39.05,27.2,65.14,7.06,101.04,pulses
60.65,53.69,36.35,30.26,71.29,7.14,60.32,maize
68.45,53.09,50.21,25.48,55.17,7.41,132.23,cotton
37.99,40.05,48.1,27.58,49.28,7.18,52.95,millets
75.83,37.79,40.44,33.73,51.49,6.58,63.9,maize
54.37,47.2,38.82,33.11,61.69,6.51,103.74,groundnut
85.29,52.27,50.71,29.35,69.71,7.42,130.05,sugarcane
76.9,45.98,56.86,34.96,68.3,6.86,131.61,sugarcane
65.85,40.53,25.63,27.36,64.29,6.85,102.12,maize
50.19,33.41,41.16,24.98,45.9,6.9,52.87,millets
56.18,42.6,58.95,31.23,43.2,7.17,65.37,cotton
54.59,35.58,45.68,20.64,36.97,6.84,59.89,millets
44.62,56.09,40.54,34.81,69.59,6.5,27.64,groundnut
70.8,55.47,46.54,30.28,71.54,6.64,143.61,sugarcane
37.95,36.74,44.57,34.45,39.06,7.29,47.29,pulses
42.26,44.67,31.79,29.01,35.58,6.47,59.16,millets
63.11,50.42,60.98,27.68,62.48,6.67,149.59,cotton
94.38,61.66,54.63,26.12,88.42,6.49,219.28,banana
87.36,56.07,30.93,27.61,68.29,7.27,154.23,maize
34.77,53.28,42.64,30.12,65.39,6.88,54.09,pulses
55.12,48.91,42.38,26.55,51.83,6.32,93.8,millets
67.44,39.5,39.12,22.15,43.93,7.44,46.42,millets
86.55,52.6,34.13,27.47,85.84,7.17,238.89,rice
48.11,30.26,39.52,30.3,48.5,6.55,79.43,millets
62.9,53.03,48.5,18.88,54.03,6.97,52.62,maize
60.04,41.47,48.64,26.65,53.33,7.25,66.71,cotton
69.34,54.49,45.75,27.06,76.88,6.12,178.79,rice
72.02,51.89,45.85,29.67,82.09,7.19,243.61,rice
53.46,42.9,52.09,23.59,57.56,7.09,71.56,cotton
75.31,58.77,54.21,29.72,68.58,7.16,151.5,sugarcane
68.52,48.8,42.45,27.89,90.29,6.16,250.04,rice
46.28,37.77,54.38,31.73,64.56,7.52,109.16,millets
84.4,51.72,51.99,20.75,67.29,6.54,193.27,sugarcane
43.05,34.0,33.02,25.51,43.24,7.69,58.06,pulses
85.35,36.88,48.67,29.88,80.18,6.31,183.99,rice
95.73,41.73,52.74,23.79,73.18,7.24,145.47,sugarcane
32.73,47.72,31.75,25.54,51.92,7.53,67.39,pulses
73.25,44.68,46.61,29.4,75.79,6.87,189.73,rice
